fname,dialogue,summary,topic
train_4889_ss,"#Person2#: 자기야, 기분이 안 좋아 보여. 무슨 일 있어? 
#Person1#: 오늘 회사에서 상사랑 얘기했는데, 정말 화가 났어. 월급 좀 올려달라고 했거든. 근데 뭐라고 했는지 알아? 
#Person2#: 전혀 모르겠어. 뭐라고 하길래 그렇게 화가 난 거야? 
#Person1#: 나한테 더 높은 월급 받을 자격이 없다고 했어. 25살에 입사했는데 벌써 30살이야. 월급 인상해줘야 하는 거 아니야? 
#Person2#: 당연히 월급 인상해줘야지. 
#Person1#: 당신이 내 상사였으면 얼마나 좋을까! 나 상사한테 지금은 차도 사고, 아이도 키우고, 집도 사야 하기 때문에 돈이 더 필요하다고 했어. 그런데 그냥 안 된대. 
#Person2#: 아마도 당신이 이미 충분히 번다고 생각했나 봐. 기운 내, 자기야. 큰일 아니야. 이제 웃고 오늘 있었던 일은 잊자. 
#Person1#: 알았어, 근데 나 오늘 저녁 준비 안 했어. 기분이 내키지 않아서. 
#Person2#: 괜찮아. 오늘 저녁에 아이들이랑 나가서 먹자. 며칠 동안 외식 안 했잖아. 
#Person1#: 제리랑 루시도 좋아할 거야.",#Person1#는 상사에게 월급 인상을 요청했으나 거절당해 화가 났습니다. #Person2#은 #Person1#를 위로하며 오늘 저녁 아이들과 외식하자고 제안합니다.,월급 인상 요청
train_4171_ss,"#Person2#: 안녕, Mike. 너 요즘 아르바이트 한다고 들었어.
#Person1#: 응, 주 4회 저녁마다 식당에서 일해.
#Person2#: 거기서 무슨 일을 하는데?
#Person1#: 설거지랑 테이블 닦기 하고 있어.
#Person2#: 거기서 꽤 괜찮은 급여를 주나?
#Person1#: 뭐, 나쁘진 않아.
#Person2#: 나도 도서관에서 주말에만 하는 아르바이트에 붙었어.
#Person1#: 진짜? 그거 좋네. 너도 이제 좀 부수입이 생기겠구나.
#Person2#: 그래, 이제 부모님께 용돈 달라고 안 하고 싶어. 근데 개인적인 질문 하나 해도 될까?
#Person1#: 경우에 따라. 뭘 알고 싶은데?
#Person2#: 네가 번 돈은 어떻게 쓰는지?
#Person1#: 음, 책이나 영화에 좀 쓰고, 단기 여행을 위해 좀 모아둬.
#Person2#: 좋은 생각이야. 나는 스포츠 자전거를 사고 싶어.","#Person1#는 식당에서 설거지와 테이블 닦기 아르바이트를 하고 있으며, #Person2#은 주말에 도서관에서 아르바이트를 한다. 둘은 번 돈의 사용 계획에 대해 이야기한다.",아르바이트와 용돈 관리
train_7691_ss,"#Person2#: 오늘 뉴질랜드에서 열리고 있는 남자 배구 세계 선수권 대회입니다. 저는 Rick Fields이고, 작전을 맡고 있는 Bob Copeland와 함께 있습니다.
#Person1#: 고마워요, Rick. 오늘 정말 흥미진진한 경기가 펼쳐질 예정인데, 브라질과 중국, 두 강팀이 맞붙어 다음 라운드 진출을 노리고 있어요. 두 팀 모두 최상의 컨디션이라 정말 치열한 경기가 될 겁니다.
#Person2#: 심판이 경기 시작 신호를 주고, 이제 시작합니다. Ribero가 서브를 하고 중국이 재빠르게 받아냅니다. Chen이 세터에게 공을 넘기고... Chen의 정말 멋진 세트네요!
#Person1#: Xu가 스파이크를! 와, 정말 대단한 공격이에요! 브라질의 블로커들이 예측하고 막으려 했지만, Xu가 공을 넣었어요!
#Person2#: 이제 중국의 서브네요. Li의 훌륭한 점프 서브인데, 아, 네트 맞고 튀어나갔네요. 공이 빠르게 들어오다가 네트를 넘지 못했어요.
#Person1#: 브라질이 타임아웃을 요청했고, 잠시 후 광고 후에 다시 돌아오겠습니다.",Rick Fields와 Bob Copeland가 중국과 브라질의 남자 배구 경기를 중계하고 있습니다.,배구 경기
train_7688_ss,"#Person2#: 새로 온 여자애 만나봤어?
#Person1#: 아니, 넌 만나봤어?
#Person2#: 학교에서 정말 예쁜 애들 중 하나야.
#Person1#: 어떻게 생겼어?
#Person2#: 음, 키가 좀 작아.
#Person1#: 얼마나 작은데?
#Person2#: 한 150cm 정도일걸.
#Person1#: 얼굴은 어때?
#Person2#: 밝은 갈색 눈이고, 정말 예뻐.
#Person1#: 누군지 알 것 같아.
#Person2#: 그 여자애 본 적 있어?
#Person1#: 아마 본 것 같아.",#Person2#은 #Person1#에게 학교에 새로 온 여자아이에 대해 얘기하고 그녀의 외모를 묘사합니다.,새 학생 소개
train_7640_ss,"#Person2#: 안녕하세요, 허가증을 신청하려고 합니다. 
#Person1#: 신분증 좀 보여주시겠어요? 
#Person2#: 아, 차에 두고 왔어요. 
#Person1#: 허가증 발급을 위해 신분증과 27달러가 필요합니다. 
#Person2#: 잠시만 기다려 주세요. 신분증 가져올게요. 
#Person1#: 빨리 다녀오세요. 
#Person2#: 네, 여기 신분증과 27달러입니다. 
#Person1#: 감사합니다. 이제 이 서류를 작성해 주세요. 
#Person2#: 펜 좀 빌려 주실 수 있나요? 
#Person1#: 이거 쓰세요. 
#Person2#: 정말 감사합니다. 
#Person1#: 천만에요. 작성한 신청서는 B 창구에 제출하세요.",#Person2#은 허가증을 신청하기 위해 #Person1#에게 신분증과 27달러를 제출합니다. 이후 신청서를 작성하여 B 창구에 제출해야 합니다.,허가증 신청
train_4495_ss,"#Person2#: 황 부인, 3층입니다.
#Person1#: 정말 편안해 보이네요.
#Person2#: 옐로스톤 공원이 잘 보이는 멋진 전망이죠. 여기가 황 부인 개인 방이고, 맞은편에는 여섯 분이 함께 사용하는 주방이 있어요. 복도 끝에는 공용실이 있고, 옆에는 게임룸도 있습니다.","#Person2#가 황 부인에게 방과 주변 시설을 설명하며, 황 부인은 방이 편안해 보인다고 말합니다.",방과 시설 안내
train_7508_ss,"#Person2#: 식사 다 하셨어요?
#Person1#: 네, 다 먹었어요. 계산서 좀 가져다주시겠어요?
#Person2#: 여기 계산서입니다. 총 86달러입니다. 계산 준비되시면 도와드릴게요.
#Person1#: 수표도 받나요?
#Person2#: 죄송하지만 수표는 불가능하고, 신용카드나 현금만 가능합니다.
#Person1#: 아, 현금이 없으니 신용카드로 결제할게요.
#Person2#: 금방 해드릴게요.
#Person1#: 네, 잠시만요. 음식 포장 좀 해주실 수 있나요?
#Person2#: 알겠습니다. 포장 용기를 가져다드릴게요.
#Person1#: 감사합니다.",#Person1#는 신용카드로 계산하며 #Person2#에게 음식을 포장해달라고 요청했습니다.,식사 계산
train_8221_ss,"#Person2#: 이거 재미있지 않아?
#Person1#: 뭐 하는 건지 전혀 모르겠어.
#Person2#: 발만 따라서 움직이면 돼. 왼쪽으로 쓸고, 오른쪽으로 쓸고... 그래! 바로 그거야!
#Person1#: 어! 우리 파트너 바꾸는 거야? 어디로 가야 해?
#Person2#: 남자들이 리드하게 맡겨!
#Person1#: 어! 아, 아니!
#Person2#: 아차!","#Person2#과 #Person1#는 춤을 추고 있으며, #Person2#은 #Person1#에게 발 움직임을 따라 하라고 설명합니다. 또한, 파트너를 바꿀 때는 남자가 리드하도록 맡기라고 합니다.",댄스
train_10503_ss,"#Person2#: 노스워드 항공입니다. 무엇을 도와드릴까요?
#Person1#: 안녕하세요. 제 항공편을 다시 확인하고 싶어요.
#Person2#: 성함과 항공편 번호를 좀 알려주시겠어요?
#Person1#: 제 이름은 Daniel Adams이고, 항공편 번호는 374번입니다.
#Person2#: 언제 출발하시나요?
#Person1#: 5월 11일입니다.
#Person2#: 목적지가 어디인가요?
#Person1#: 부에노스아이레스입니다.
#Person2#: 잠시만 기다려주세요. (...) 네, Adams 님, 좌석이 확인되었습니다. 부에노스아이레스 현지 시간으로 오후 4시에 도착할 예정입니다.
#Person1#: 감사합니다. 체크인할 때 티켓을 받을 수 있을까요?
#Person2#: 네, 하지만 출발 시간 최소 한 시간 전에 체크인해 주세요.",Daniel Adams는 5월 11일 부에노스아이레스로 가는 항공편을 다시 확인하기 위해 노스워드 항공에 전화합니다. 상담원이 그의 좌석이 확인되었다고 알려줍니다.,항공편 재확인
train_3832_ss,"#Person2#: 너 퇴근 도장 찍어줄까, Ross? 나 이제 퇴근해. 
#Person1#: 아니, 괜찮아. 나 야근해야 해. 
#Person2#: 근데 오늘 금요일이잖아. 금요일 저녁에 야근할 건 아니지? 
#Person1#: 그래, 하지만 해야 돼. 다음 주 월요일 회의에 쓸 보고서를 끝내야 해. Tom이 널 데리러 오니? 
#Person2#: 아니, 집에서 만나기로 했어. 그는 우리 가족을 주말에 그의 가족과 별장에서 보내자고 초대했어. 
#Person1#: 좋겠다. 별장은 어디 있어? 
#Person2#: 그의 별장이 아니라, 그의 아빠의 별장이야. 플로리다 어딘가 있던 것 같아. 나도 정확하진 않아. 
#Person1#: 가끔 너 정말 부러워. Tom 정말 좋은 사람인 것 같아. 
#Person2#: 에이, 넌 그냥 아직 맞는 사람을 못 만난 거고 너무 일만 하잖아. 즐거움을 찾고 삶을 즐기는 법을 배워야 해. 
#Person1#: 알아, 하지만 나 일 중독이잖아. 
#Person2#: 뭐, 네 맘대로 해. 난 이제 가볼게. 
#Person1#: 좋은 주말 보내. 
#Person2#: 너도. 아, 한 가지 깜빡했네. 오늘 오후에 어떤 여자가 전화했어. 네 전 여자친구라면서 전화해달래. 
#Person1#: 뭐 다른 말은 없었어? 
#Person2#: 아니, 딱히 없었어. 월요일에 보자. 
#Person1#: 그래, 월요일에 보자.","#Person2#은 #Person1#에게 퇴근 도장 찍어줄까 물어보지만, #Person1#는 야근이 있어 거절한다. 이후 #Person1#는 #Person2#의 남자친구에 대해 묻고 그들의 주말 계획을 부러워한다. #Person2#은 그를 위로하고, #Person1#는 일 중독임을 인정한다. 마지막으로 #Person2#은 #Person1#에게 그의 전 여자친구가 전화했다고 전한다.",퇴근과 주말 계획
train_375_ss,"#Person2#: 인도에 있는 이 호텔이 세계 1위 호텔로 뽑혔다네! 
#Person1#: 뭐? 광고 팔려고 상위 리스트 만들던 그런 사이트가 아니라?
#Person2#: 아니, Travel + Leisure 매거진에서 선정한 거야.
#Person1#: 오, 진짜? 그럼 확실히 전문가들이 뽑았겠네. 와, 저거 거의 궁전 같은데!
#Person2#: 북인도의 고대 궁전을 본떠서 디자인했대.
#Person1#: 방들 보니까 발코니가 되게 많아.
#Person2#: 응, 저건 개인 수영장과 바로 연결된 스위트룸들이야. 근데 모든 방에 와이파이, 평면 TV, 킹사이즈 침대, 매일 신문도 제공돼.
#Person1#: 오케이, 그만 말해! 예약해야겠어!
#Person2#: 잠깐만. 너 인도 음식 별로 안 좋아하잖아.
#Person1#: 근데 인도 음식 말고도 다른 것도 제공할 것 같은데...
#Person2#: 아마 그렇겠지. 근데 이곳은 정말 조용해. 쇼핑이나 클럽은 없어. 사람들이 여기 와서 휴식을 취하거든.
#Person1#: 괜찮아. 나 쇼핑은 어디서든 할 수 있어.
#Person2#: 방이 1박에 350달러부터 시작이고, 스위트룸은 1박에 750달러야.
#Person1#: 와우! 인도가 원래 저렴한 줄 알았는데!","#Person2#은 #Person1#에게 세계 1위로 선정된 인도의 한 호텔을 소개하며, #Person1#는 그 호텔에 예약을 하고 싶어 합니다. 두 사람은 호텔의 세부 사항과 가격에 대해 이야기하며, #Person1#는 가격에 놀랍니다.",호텔 예약
train_1132_ss,"#Person2#: 원더랜드 트래블입니다. 무엇을 도와드릴까요?
#Person1#: 네, 파리 패키지 여행에 관심이 있는데, 더 자세히 알려주실 수 있나요?
#Person2#: 물론입니다. 이 패키지는 파리로 가는 왕복 항공편, 숙박, 식사, 그리고 시내 교통이 포함되어 있습니다.
#Person1#: 여행 기간은 얼마나 되나요?
#Person2#: 약 일주일 정도 됩니다.",#Person2#은 #Person1#에게 파리 패키지 여행에 대한 정보를 제공합니다.,패키지 여행
train_7524_ss,"#Person2#: 너 상사랑 잘 지내? 
#Person1#: 응, 잘 지내. 우리 상사는 정말 이해심도 많고 대체로 합리적이야. 근데 한 번 내가 별로 동의하지 않았던 일이 있었어. 
#Person2#: 그게 언제였는데? 
#Person1#: 한 번 내 동료가 일하던 중에 술 마시다 해고됐어. 요즘 일자리 찾기가 힘든데, 가족도 부양해야 하잖아. 그래서 좀 안타까웠어. 
#Person2#: 그래도 근무 중에 술을 마시면 안 되지. 상사는 직원들이 안전하고 일을 잘하는지 확인할 책임이 있어. 
#Person1#: 맞아. 그녀도 그 사람 해고할 때 좋은 상사였어. 그냥 그 사람한테 미안해서 그랬어. 
#Person2#: 동료 일 때문에 상사와의 관계에 영향이 있었어? 
#Person1#: 별로. 우리 사무실 직원들은 상사를 많이 존경해. 
#Person2#: 너 정말 운이 좋다. 상사랑 잘 지내면 직장 생활이 훨씬 즐거워지잖아. 
#Person1#: 맞아. 상사나 동료가 마음에 안 들면 인생이 고달퍼질 수 있지.",#Person1#는 #Person2#에게 상사와 잘 지내고 있다고 말한다. 상사와 의견이 일치하지 않는 경우에도 #Person1#는 여전히 그녀가 좋은 상사라고 생각한다. 둘은 상사와의 좋은 관계가 중요하다는 점에 동의한다.,직장 내 상사와의 관계
train_6663_ss,"#Person2#: 안녕하세요, 고객님. 어떻게 도와드릴까요? 
#Person1#: 네, 이 드레스 사고 싶어요. 
#Person2#: 정말 예쁜 드레스네요. 여기 계산대에서 도와드릴게요. 
#Person1#: 좋아요. 
#Person2#: 현금, 수표, 아니면 신용카드 중 어떤 걸로 결제하실 건가요? 
#Person1#: 신용카드로 할게요. Discover 되나요? 
#Person2#: 죄송하지만, 안 돼요. 저희는 MasterCard나 Visa만 받아요. 
#Person1#: 그럼 Visa로 할게요. 
#Person2#: 네, 고객님. 어, 문제가 있네요, 거절됐다고 나옵니다. 
#Person1#: 시스템에 문제가 있는 것 같네요. 제 MasterCard로 한번 해 보세요. 
#Person2#: 알겠습니다. 감사합니다. 네, 잘 되는 것 같네요. 총 금액은 199달러입니다. 여기 서명 부탁드려요. 
#Person1#: 네. 
#Person2#: 여기 있습니다, 영수증도 드릴게요. 좋은 하루 되세요. 
#Person1#: 감사합니다. 당신도 좋은 하루 보내세요.",#Person1#가 Visa 카드로 드레스를 사려고 했으나 결제가 거절되었습니다. 그래서 #Person2#은 #Person1#의 MasterCard로 결제를 완료했습니다.,신용카드 결제 문제
train_3451_ss,"#Person2#: 피터, 전 세계 사람들이 미국에 살고 일하고 공부하러 오니까 미국의 문화적 차이를 이해하는 게 정말 중요해. 
#Person1#: 정말 동의해, 잭. 미국인들은 대체로 외국인들보다 자기주장이 더 강해. 예를 들어, 미국인들은 토론을 시작할 때 성과와 구체적인 사실에 중점을 둬.
#Person2#: 맞아. 미국은 개인주의적인 사회라서 사회적으로 일치해야 할 압박이 적어. 네 자신을 위해서 더 자기주장을 하며 말할 필요가 있어.
#Person1#: 미국인의 또 다른 특징은 개인 공간에 대해 더 신경 쓴다는 거야. 그래서 미국인과 대화할 때 너무 가까이 있지 않도록 해. 이런 개인적 거리는 체취나 구취 때문이 아니라, 가까운 관계 이상으로 친밀한 인상을 주기 때문이야.
#Person2#: 맞아. 대화할 때 신체 접촉을 피하는 것도 좋아. 터치는 덜 친한 사이라면 다소 친밀하게 느껴질 수 있어. 그러니 어깨 감싸기나 얼굴 만지기, 손 잡기는 피하고, 처음 만나거나 헤어질 때 잠시 악수하는 정도는 괜찮아.
#Person1#: 많은 문화에서는 눈을 마주치는 게 무례의 표시지만, 미국에서는 그렇지 않아. 오히려 그것은 개방적이고 솔직하며 열정적이라는 의미야.",잭과 피터는 미국의 문화적 차이를 이해하는 것이 중요하다고 논의한다. 피터는 미국인들이 자기주장이 강하고 개인 공간에 대해 민감하다고 설명한다.,미국의 문화적 차이
train_10435_ss,"#Person2#: Bob, 우리 진짜 휴가 갈 형편이 돼?
#Person1#: 있지, 너도 열심히 일하고 나도 열심히 일하는데, 휴가를 갈 수 있는지에 대한 얘기가 아니야. 어디로 가고 언제 갈지를 얘기하는 거지.
#Person2#: 스웨덴 갈까?
#Person1#: 스웨덴은 런던보다 더 추워. 나는 스웨덴 안 갔으면 좋겠어.
#Person2#: 플로리다는 어때? 플로리다는 런던보다 더 따뜻해.
#Person1#: 맞아, 그렇지만 거리가 멀어. 여기서 플로리다까지 얼마나 걸리는데?
#Person2#: 알겠어, 하와이 가자. 거긴 따뜻하고 햇볕도 즐길 수 있어. 게다가 하루 종일 수영도 할 수 있잖아.
#Person1#: 농담이지? 우리 둘이 가면 비용이 얼마나 들겠어?
#Person2#: 아, Bob, 너는 진짜 어디로 가고 싶어?
#Person1#: 나는 웨일스나 스코틀랜드 생각 중이야. 왜 그런지 알아?
#Person2#: 응, 우리 집에서 가깝고 바로 근처잖아.","#Person2#과 Bob은 휴가에 대해 논의하고 있으며, #Person2#은 스웨덴이나 플로리다를 고려하고 있지만 Bob은 웨일스나 스코틀랜드를 제안하고 있습니다.",휴가 계획
train_10522_ss,"#Person2#: 결혼 준비는 어떻게 돼가? 
#Person1#: 아주 잘 돼가고 있어. 나중에 급하게 준비하는 걸 피하려고 일찍부터 다 준비하기 시작했어. 
#Person2#: 결혼식은 언제야? 
#Person1#: 다음 주 일요일 아침 10시에 있어. 친척들 모두 초대했어. 
#Person2#: 큰 교회에서 하는 거네. 웨딩드레스는 준비됐어? 
#Person1#: 응, 디자인이 아주 정교해서 디자이너가 몇 주간에 걸쳐서 만들었어. 
#Person2#: 결혼식 날 정말 아름다울 거야. 
#Person1#: 고마워! 
#Person2#: 리셉션은 어느 호텔에서 해? 
#Person1#: 팔래스 호텔에서 할 거야. 
#Person2#: 완벽한 곳이야. 내 친구도 그곳에서 리셉션을 했는데 아주 좋았다고 하더라, 비싸긴 했지만. 
#Person1#: 비싸긴 하겠지만 그럴 만한 가치가 있을 거야. 
#Person2#: 좋은 결정이었던 것 같아.","#Person2#은 #Person1#에게 결혼 준비가 어떻게 진행되고 있는지 묻습니다. #Person1#은 준비가 잘 진행되고 있다고 하며, 결혼식 날짜, 웨딩드레스, 호텔에 대해 이야기합니다.",결혼 준비
train_2240_ss,"#Person2#: Anna, 우리 스미스네 집에 언제 가기로 했지?
#Person1#: 오후 7시 30분까지야. 이제 30분밖에 안 남았어. 지금 갈 준비됐어?
#Person2#: 아직 아니야. 내 파란 셔츠 어디 있는지 알아? 이 갈색 셔츠는 입기 싫어.
#Person1#: 다른 셔츠들이랑 같이 옷장에 있어. 근데 Sarah는 왜 아직 안 왔지? 7시까지 온다고 했잖아. 애들 봐주러 온다고 했으니까 Sarah 없이는 스미스네 못 가.
#Person2#: 걱정 마. 금방 올 거야. 거기까지 20분밖에 안 걸려. 7시 10분까지만 나가면 안 늦을 거야.",#Person2#와 Anna는 스미스네에 가기로 했습니다. Anna는 아이들을 돌봐줄 보모 Sarah가 아직 도착하지 않아 걱정합니다. #Person2#는 그녀를 안심시킵니다.,모임 준비
train_10874_ss,"#Person2#: 안녕하세요, 고래 관련 휴가를 좋아하는데, 그게 고래 관찰이었나요?
#Person1#: 네, 그거 정말 인기 많아요.
#Person2#: 얼마나 걸리나요?
#Person1#: 2일이요. 이 투어에는 최대 15명 정도가 참여하는데, 보통 12명에서 13명이 참여해요.
#Person2#: 다음 투어는 언제인가요?
#Person1#: 음, 3주 후인 4월 18일에 하나 있고요, 그 다음은 6월 2일까지 없어요.
#Person2#: 투어에는 다른 것들도 포함되어 있나요?
#Person1#: 네, 여러 가지가 있어요. 만약 고래 관찰 크루즈를 하지 않으신다면, 가이드가 호텔 근처 국립공원에서 산책을 원하는 사람들을 데리고 가요. 그건 추가 요금이 없고, 낚시 여행은 $12 정도의 추가 비용이 있어요. 또 도시 안에 파충류 공원이 있는데, 그것도 비슷한 비용이에요.
#Person2#: 음, 저는 뱀보다는 고래를 더 좋아하겠네요.
#Person1#: 아, 호텔에는 배드민턴 코트와 탁구대가 있어요. 하지만 볼링을 하시는 게 더 흥미로울 것 같네요.
#Person2#: 볼링이요? 그거 좋네요. 제가 제일 좋아하는 거예요. 정보 감사합니다.",#Person1#는 #Person2#에게 고래 관찰 투어가 2일 동안 진행되며 3주 후에 시작된다고 안내합니다. 또한 투어의 다른 활동과 호텔의 부대시설에 대해 설명합니다.,고래 관찰 투어 소개
train_10422_ss,"#Person2#: 난방비는 포함되어 있어요. 다만, 유가가 또 오르면 인상분이 당신에게 전가될 거예요. 이제 여기랑 여기에 서명해 주세요. 저희도 복사본에 서명해서 드릴게요.
#Person1#: Miss, 계약서를 읽을 시간을 조금 주실 수 있을까요?","#Person2#과 #Person1#가 임대 계약을 체결하고 있으며, #Person1#는 계약서를 읽을 시간을 요청합니다.",임대 계약 체결
train_755_ss,"#Person2#: 이것 좀 봐. 이 잡지에 건강한 식단에 대한 가이드라인이 있어. 
#Person1#: 너 다 읽고 나면 나도 좀 볼 수 있어? 나도 최근에 식단에 대해 고민하고 있거든. 영양과 건강에 대한 더 많은 아이디어를 얻고 싶어. 
#Person2#: 너 요즘 정크 푸드를 별로 안 먹고 기름진 음식도 피하는 것 같더라. 이 식단이 건강에 좋다고는 하는데... 
#Person1#: 뭐라고 생각하고 있는 거야? 이 식단이 별로 맛이 없다거나 만족스럽지 않다는 거야? 
#Person2#: 음, 솔직히 말해서 맛있는 것 같진 않아. 그래도 건강을 위해 이런 음식을 먹는 게 중요하잖아. 
#Person1#: 건강한 영양 원칙을 따르면 우리가 더 건강해지고 나은 삶을 즐길 수 있지. 
#Person2#: 그래도 가끔은 맛있는 치즈케이크 한 조각쯤은 먹고 싶어. 
#Person1#: 가끔 치즈케이크 한 조각 먹는 건 문제없어. 너무 많이, 너무 자주만 먹지 않으면 돼.","#Person1#는 건강한 식단과 좋은 영양 원칙을 따릅니다. #Person2#는 건강한 식단이 맛있지는 않다고 생각하지만, 건강 유지를 위해 필요하다고 생각합니다.",건강한 식단
train_3958_ss,"#Person2#: Egg, 이 화장실 너무 지저분해! 
#Person1#: Helen, 왜 자꾸 변기를 내리고 있어? 뭐가 문제야? 
#Person2#: 난 정말 못 참겠어. 여기 너무 더럽잖아! 변기 시트에 얼룩이 있고, 바닥은 젖고 미끄러웠어. 그래서 내가 청소했지! 
#Person1#: 뭐라고? Helen, 나도 더러운 거 알지만, 더 심한 공중화장실도 많이 봤어. 좀 참아. 왜 세면대를 청소해? 정신 나간 거 아니야? 
#Person2#: 참을 수가 없어. 여기 너무 더러워! 
#Person1#: Helen, 이건 네 집 화장실이 아니야. 청소부들한테 맡겨, 알았지? 
#Person2#: 잠깐만. 빨리 싱크랑 바닥 좀 닦고 갈게. 
#Person1#: 넌 진짜 깔끔쟁이야! 난 간다!","Helen은 공중화장실의 지저분함을 참지 못하고 청소하기 시작하고, Egg가 그녀를 말리려 하지만 Helen은 멈추지 않습니다.",공중화장실 청소
train_7192_ss,"#Person2#: 잭, 우리 선생님이 네가 고른 서커스 티켓이 어떤 건지 물어보라고 하셨어. 
#Person1#: 음, 선택의 여지가 별로 없었어. 12파운드 50펜스짜리 좌석이 우리 모두한테 맞출 만큼 충분하지 않아서 그걸 사려고 했었거든. 그리고 15파운드 50펜스짜리 좌석은 많았지만, 평일 오후에만 있어서 우리한테는 안 맞았어. 그래서 어쩔 수 없이 17파운드 50펜스짜리를 선택했어. 우리가 기대했던 것보다 비싸긴 하지만, 적어도 맨 뒤에 앉지는 않아도 될 것 같아. 
#Person2#: 알겠어.",#Person2#은 선생님의 요청으로 잭이 구입한 서커스 티켓의 종류를 물어봤습니다. 잭은 좌석 선택의 제한으로 인해 다소 비싼 가격의 티켓을 사게 되었음을 설명합니다.,서커스 티켓 구매
train_4657_ss,"#Person2#: 그래서 고칠 수 있어요?
#Person1#: 죄송하지만, 이 컴퓨터는 고장나거나 망가진 게 아니고, 그냥 좀 오래됐어요. 그래서 프로그램이나 애플리케이션이 느리게 실행되는 겁니다. 제가 할 수 있는 게 별로 없어요.
#Person2#: 무슨 말씀하시는 거죠? 이 컴퓨터를 3년 전에 샀는데요!
#Person1#: 맞아요, 그런데 기술은 계속 발전하고 있고, 속도가 빨라지고 있거든요.
#Person2#: 알겠어요, 무슨 말씀이신지 알겠어요. 새 컴퓨터를 사려면 비용이 얼마나 들까요?
#Person1#: 음, 이쪽에 있는 데스크톱이 저희 최신 모델이에요. 4기가헤르츠 프로세서에 램 16기가, 하드 디스크는 1테라바이트입니다. 물론, 마우스, 키보드, 스피커도 포함되어 있고요.
#Person2#: 말씀하시는 걸 잘 모르겠어요. 그냥 이게 잘 작동하고 솔리테어를 할 때 컴퓨터가 멈추거나 안 멈추기만 하면 돼요!
#Person1#: 이 PC는 최고급 모델이라 절대 멈추지 않을 거에요! 만약 멈추면, 환불해 드릴게요!",#Person1#는 #Person2#의 컴퓨터가 너무 오래되어 수리가 불가능하다고 말합니다. #Person1#는 #Person2#에게 최신 데스크톱을 추천하며 절대 멈추지 않을 것이라고 설명합니다.,컴퓨터 교체
train_4659_ss,"#Person2#: 어, Sam! 이거 네 강아지야?
#Person1#: Cindy잖아, 알잖아. 어이, Cindy야, Maria한테 인사해.
#Person2#: Cindy야, 너 진짜 귀엽다.
#Person1#: 얘가 또 엄청 장난꾸러기야. 그런데 Maria, 너도 강아지 있어?
#Person2#: 나 조그만 하얀 고양이 있어.
#Person1#: 오, 고양이라고? 에이.
#Person2#: 그래, 고양이는 항상 얌전해. 또 작아서 공간 많이 필요 없잖아.
#Person1#: 그런데 좀 심심하지 않아?
#Person2#: 전혀. 대부분 조용한데 개만큼 애교도 많아.
#Person1#: 음, 고양이가 확실히 더 독립적인 것 같아.
#Person2#: 맞아. 믿을지 모르겠지만, 우리 동네 쓰레기통 근처에서 이 고양이를 2년 전에 발견했어.
#Person1#: 진짜? 그러면 길고양이를 그냥 데려왔어?
#Person2#: 응. 그때 완전 굶주려서 먹을 걸 찾고 있었거든.
#Person1#: 불쌍한 고양이네.
#Person2#: 지금은 서로 잘 지내. 그 애가 나를 특별한 사람으로 만들어 주는 것 같아.","Sam이 Maria에게 자신의 강아지 Cindy를 소개한다. Maria는 자신이 키우고 있는 하얀 고양이에 대해 이야기하며, 그 고양이를 2년 전 동네 쓰레기통 근처에서 발견했다고 한다. 그들은 고양이가 강아지보다 더 독립적임에 동의한다.",애완동물 이야기
train_8449_ss,"#Person2#: Park-place Market에 오신 것을 환영합니다. 찾으시는 거 있으시면 도와드릴까요?
#Person1#: 네, 저희 레스토랑에서 4명 파티를 준비해야 해요.
#Person2#: 도와드리겠습니다. 무엇을 만드실 계획이세요?
#Person1#: 야채 스프요.
#Person2#: 4구역에 가시면 모든 야채, 양념, 수프 재료가 있습니다.
#Person1#: 음료랑 디저트도 사야 해요. 이번 주 정말 더워서 시원한 과일 음료를 만들고 싶어요.
#Person2#: 시원한 음료는 전부 3구역에 있습니다. 과일은 야채랑 같이 4구역에 있어요.
#Person1#: 좋네요. 디저트로는 초콜릿 칩 쿠키를 만들고 싶어요.
#Person2#: 디저트와 베이킹 용품은 전부 7구역에 있습니다. 파티 잘 하세요.","#Person1#가 마켓에서 파티 준비를 위해 재료를 구매하고 있으며, #Person2#이 야채, 음료, 과일, 디저트를 찾을 수 있는 장소를 안내합니다.",파티 준비를 위한 쇼핑
